"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-04","7.61","0.00",,"0.0","0.0",,"49","27",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-05","11.41","0.00",,"0.0","0.0",,"63","40",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-06","12.97","1.40",,"0.0","0.0",,"60","43",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-07","17.67","0.04",,"0.0","0.0",,"49","34",,"    1",,,,,,,,,,"    1","    1",,"    1",,"    1",,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-08","5.82","0.00",,"0.0","0.0",,"52","31",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-09","11.63","0.00",,"0.0","0.0",,"48","32",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-10","15.43","1.16",,"0.0","0.0",,"58","42",,"    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-11","11.86","0.30",,"0.0","0.0",,"54","41",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-12","13.65","0.00",,"0.0","0.0",,"56","41",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-13","12.75","0.00",,"0.0","0.0",,"53","41",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-14","8.95","0.00",,"0.0","0.0",,"48","35",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-15","7.16","0.01",,"0.0","0.0",,"54","33",,,,,,,,,"    1",,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-16","9.62","0.68",,"0.0","0.0",,"60","41",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-17","8.95","0.00",,"0.0","0.0",,"65","44",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-18","11.18","0.00",,"0.0","0.0",,"76","48",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-19","16.11","0.00",,"0.0","0.0",,"67","40",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-20","8.28","0.00",,"0.0","0.0",,"52","34",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-21","8.72","0.40",,"0.0","0.0",,"61","39",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-22","10.51","0.00",,"0.0","0.0",,"53","43",,"    1",,,,,,,,,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-23","9.17","0.23",,"0.0","0.0",,"43","38",,"    1",,"    1",,,,,"    1",,,,"    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-24","11.41","0.02",,"0.0","0.0",,"44","33",,"    1",,,,,,,,,,"    1","    1",,"    1",,"    1",,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-25","9.62","0.00",,"0.0","0.0",,"45","28",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-26","9.84","0.00",,"0.0","0.0",,"43","27",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-27","10.29","0.00",,"0.0","0.0",,"46","30",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-28","10.51","0.00",,"0.0","0.0",,"47","28",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-29","10.51","0.00",,"0.0","0.0",,"52","31",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-30","6.26","0.00",,"0.0","0.0",,"51","33",,,,,,,,,,,,,"    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-03-31","10.51","0.05",,"0.0","0.0",,"44","39",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-01","12.08","0.20",,"0.0","0.0",,"48","35",,"    1",,,"    1",,,,,,,"    1",,,"    1",,"    1",,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-02","11.63","0.00",,"0.0","0.0",,"54","35",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-03","11.41","0.01",,"0.0","0.0",,"59","37",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-04","12.30","0.00",,"0.0","0.0",,"79","46",,,,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-05","16.78","0.15",,"0.0","0.0",,"70","39",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-06","10.74","0.00",,"0.0","0.0",,"58","35",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-07","7.83","0.00",,"0.0","0.0",,"57","43",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-08","6.26","0.68",,"0.0","0.0",,"47","40",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-09","6.04","0.00",,"0.0","0.0",,"58","41",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-10","5.82","0.00",,"0.0","0.0",,"62","48",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-11","9.84","0.00",,"0.0","0.0",,"83","51",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-12","13.42","0.57",,"0.0","0.0",,"73","48",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-13","9.17","0.08",,"0.0","0.0",,"54","46",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-14","6.04","0.00",,"0.0","0.0",,"69","47",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-15","13.65","0.00",,"0.0","0.0",,"57","43",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-16","15.43","3.11",,"0.0","0.0",,"61","43",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-17","17.00","0.01",,"0.0","0.0",,"63","50",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-18","6.71","0.00",,"0.0","0.0",,"66","50",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-19","6.71","0.01",,"0.0","0.0",,"58","49",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-20","10.51","0.00",,"0.0","0.0",,"83","46",,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-21","16.11","0.00",,"0.0","0.0",,"67","46",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-22","8.95","0.00",,"0.0","0.0",,"52","40",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-23","8.05","0.38",,"0.0","0.0",,"69","43",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-24","8.05","0.02",,"0.0","0.0",,"84","57",,"    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-25","5.82","0.01",,"0.0","0.0",,"85","59",,"    1","    1",,,,,,,,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-26","12.30","0.00",,"0.0","0.0",,"83","67",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-27","9.84","0.02",,"0.0","0.0",,"80","66",,,,"    1",,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-28","13.20","0.04",,"0.0","0.0",,"79","65",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-29","12.53","0.00",,"0.0","0.0",,"68","52",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-04-30","8.95","0.00",,"0.0","0.0",,"67","49",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-01","5.14","0.00",,"0.0","0.0",,"70","46",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-02","5.82","0.00",,"0.0","0.0",,"72","55",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-03","9.17","0.00",,"0.0","0.0",,"83","58",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-04","11.63","0.47",,"0.0","0.0",,"67","49",,"    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-05","12.30","0.00",,"0.0","0.0",,"67","48",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-06","8.72","0.00",,"0.0","0.0",,"72","46",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-07","9.40","0.00",,"0.0","0.0",,"73","51",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-08","3.80","0.00",,"0.0","0.0",,"74","50",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-09","9.17","0.00",,"0.0","0.0",,"72","53",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-10","8.05","0.00",,"0.0","0.0",,"76","52",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-11","5.37","0.00",,"0.0","0.0",,"74","50",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-12","7.16","0.00",,"0.0","0.0",,"76","53",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-13","5.82","0.00",,"0.0","0.0",,"73","52",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-14","5.59","0.21",,"0.0","0.0",,"64","57",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-15","6.49","0.16",,"0.0","0.0",,"77","60",,"    1",,"    1",,,,,,,,,"    1",,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-16","7.38","0.02",,"0.0","0.0",,"76","61",,"    1","    1",,,,,,"    1",,,,"    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-17","11.41","0.36",,"0.0","0.0",,"69","58",,"    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-18","8.28","0.24",,"0.0","0.0",,"70","60",,"    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-19","5.59","0.36",,"0.0","0.0",,"76","58",,"    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-20","7.61","0.06",,"0.0","0.0",,"67","57",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-21","4.47","0.00",,"0.0","0.0",,"81","56",,"    1",,,,,,,,,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-22","8.50","0.00",,"0.0","0.0",,"67","59",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-23","7.16","0.03",,"0.0","0.0",,"80","59",,,,"    1",,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-24","9.84","0.00",,"0.0","0.0",,"86","68",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-25","4.47","0.00",,"0.0","0.0",,"85","65",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-26","6.93","0.00",,"0.0","0.0",,"91","63",,"    1",,,,,,,,,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-27","8.05","0.00",,"0.0","0.0",,"87","68",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-28","8.50","0.00",,"0.0","0.0",,"86","68",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-29","7.16","0.00",,"0.0","0.0",,"88","67",,"    1",,,,,,,,,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-30","5.37","0.00",,"0.0","0.0",,"93","72",,,,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-05-31","4.47","0.00",,"0.0","0.0",,"94","72",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-01","9.84","0.00",,"0.0","0.0",,"96","70",,,,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-02","15.21","0.00",,"0.0","0.0",,"84","65",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-03","12.30","0.00",,"0.0","0.0",,"80","58",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-04","6.04","0.00",,"0.0","0.0",,"79","56",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-05","4.70","0.00",,"0.0","0.0",,"76","62",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-06","4.03","0.00",,"0.0","0.0",,"83","60",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-07","11.18","0.00",,"0.0","0.0",,"89","66",,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-08","6.71","0.00",,"0.0","0.0",,"97","70",,,,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-09","9.17","0.18",,"0.0","0.0",,"99","66",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-10","5.37","0.00",,"0.0","0.0",,"90","72",,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-11","8.05","0.61",,"0.0","0.0",,"83","66",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-12","4.70","0.05",,"0.0","0.0",,"81","64",,"    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-13","9.62","0.00",,"0.0","0.0",,"75","66",,,,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-14","8.95","0.09",,"0.0","0.0",,"77","59",,"    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-15","7.16","0.00",,"0.0","0.0",,"84","57",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-16","7.16","0.08",,"0.0","0.0",,"81","65",,"    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-17","8.95","1.38",,"0.0","0.0",,"83","67",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-18","5.82","0.00",,"0.0","0.0",,"87","68",,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-19","5.14","0.00",,"0.0","0.0",,"86","70",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-20","7.16","0.00",,"0.0","0.0",,"79","69",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-21","8.05","0.02",,"0.0","0.0",,"85","68",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-22","5.59","0.04",,"0.0","0.0",,"92","68",,,,"    1",,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-23","6.71","0.03",,"0.0","0.0",,"88","73",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-24","6.93","0.00",,"0.0","0.0",,"88","70",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-25","6.71","0.00",,"0.0","0.0",,"84","67",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-26","6.93","0.00",,"0.0","0.0",,"82","65",,,,,,,,,,,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-27","3.58","0.00",,"0.0","0.0",,"81","70",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-28","4.70","0.08",,"0.0","0.0",,"84","68",,"    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-29","10.51","0.00",,"0.0","0.0",,"85","71",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-06-30","7.38","0.00",,"0.0","0.0",,"85","66",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-01","5.59","0.00",,"0.0","0.0",,"87","66",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-02","4.92","0.00",,"0.0","0.0",,"89","68",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-03","7.83","0.02",,"0.0","0.0",,"90","73",,"    1",,,,,,,"    1",,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-04","5.82","0.00",,"0.0","0.0",,"90","72",,"    1",,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-05","5.14","0.00",,"0.0","0.0",,"92","71",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-06","7.83","0.00",,"0.0","0.0",,"93","73",,"    1",,,,,,,"    1",,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-07","7.83","0.01",,"0.0","0.0",,"95","74",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-08","6.49","1.48",,"0.0","0.0",,"86","72",,"    1",,"    1",,,,,"    1",,,,,,"    1",,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-09","8.28","0.00",,"0.0","0.0",,"90","69",,"    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-10","4.92","0.00",,"0.0","0.0",,"90","69",,,,,,,,,,,,,,,,,,,
"USW00013739","PHILADELPHIA INTERNATIONAL AIRPORT, PA US","39.87327","-75.22678","3.0","2011-07-11","11.41","0.00",,"0.0","0.0",,"93","75",,,,,,,,,,,,,,,,,,,
